"x"
"for the writer to"
"to read the sensational"
"the sensational not the"
"read the sensational not"
"want to read the"
"people want to read"
"sensational not the mundane"
"them is exciting since"
"public buys newspapers because"
"exciting since their lives"
"are ordinary and uninteresting"
"world around them is"
"newspapers because they need"
"reading public buys newspapers"
"the world around them"
"general reading public buys"
"around them is exciting"
"their lives are ordinary"
"lives are ordinary and"
"believe the world around"
"is exciting since their"
"buys newspapers because they"
"to believe the world"
"since their lives are"
"the general reading public"
"because they need to"
"they need to believe"
"need to believe the"
"talk sh t about"
"will always talk sh"
"always talk sh t"
"sh t about you"
"people will always talk"
"it doesn t matter"
"doesn t matter if"
"you re beautiful kind"
"matter if you re"
"beautiful kind smart or"
"re beautiful kind smart"
"t matter if you"
"kind smart or whatever"
"if you re beautiful"
"or even the mother"
"might have been more"
"s mother or even"
"have been more interesting"
"film might have been"
"adolf hitler s mother"
"that norwegian nutcase breivik"
"stalin s mother or"
"interesting if it was"
"joseph stalin s mother"
"but it s not"
"been more interesting if"
"mother of that norwegian"
"about joseph stalin s"
"if it was about"
"mother or adolf hitler"
"was about joseph stalin"
"the film might have"
"mother or even the"
"it was about joseph"
"of that norwegian nutcase"
"nutcase breivik but it"
"the mother of that"
"breivik but it s"
"s mother or adolf"
"even the mother of"
"norwegian nutcase breivik but"
"hitler s mother or"
"more interesting if it"
"or adolf hitler s"
"context of a middle"
"killer in the context"
"the context of a"
"psychopathic spree killer in"
"it wants to talk"
"about a psychopathic spree"
"spree killer in the"
"family rolling in money"
"to talk about a"
"a psychopathic spree killer"
"a middle class family"
"of a middle class"
"class family rolling in"
"wants to talk about"
"in the context of"
"talk about a psychopathic"
"middle class family rolling"
"it misses out on"
"out on the resolute"
"resolute anger of these"
"of these types of"
"misses out on the"
"in fact it misses"
"the resolute anger of"
"on the resolute anger"
"fact it misses out"
"these types of killers"
"anger of these types"
"they re probably the"
"probably the most impassioned"
"re probably the most"
"dispassionate psychos they re"
"psychos they re probably"
"they re not dispassionate"
"re not dispassionate psychos"
"the most impassioned psychos"
"not dispassionate psychos they"
"water mixture cup of"
"mix flour water mixture"
"mixture cup of flour"
"of flour cups of"
"cup of flour cups"
"flour water mixture cup"
"flour cups of water"
"water if too thick"
"more water if too"
"spent the following two"
"weeks crawling on all"
"i spent the following"
"on all fours and"
"lying with my hips"
"my hips higher than"
"higher than my head"
"the following two weeks"
"and lying with my"
"with my hips higher"
"all fours and lying"
"crawling on all fours"
"two weeks crawling on"
"hips higher than my"
"fours and lying with"
"following two weeks crawling"
"by the date of"
"next scan the baby"
"and her head was"
"my next scan the"
"the baby had turned"
"scan the baby had"
"of my next scan"
"had turned and her"
"date of my next"
"turned and her head"
"baby had turned and"
"her head was engaged"
"the date of my"
"elizabeth all of this"
"be talking about the"
"story doesn t actually"
"her thoughts segway into"
"concern them we should"
"actually concern them we"
"of this her thoughts"
"segway into a description"
"about how gorgeous liz"
"how gorgeous liz is"
"telling elizabeth all of"
"thoughts segway into a"
"into a description about"
"the story doesn t"
"while she s telling"
"description about how gorgeous"
"she s telling elizabeth"
"we forget that even"
"this her thoughts segway"
"fact be talking about"
"forget that even when"
"gorgeous liz is lest"
"even when the story"
"we should in fact"
"s telling elizabeth all"
"talking about the wakefields"
"is lest we forget"
"them we should in"
"in fact be talking"
"liz is lest we"
"that even when the"
"lest we forget that"
"should in fact be"
"doesn t actually concern"
"t actually concern them"
"when the story doesn"
"a description about how"
"all of this her"
"male about anything ever"
"keeps in touch with"
"a possessive dickhead who"
"so enid still keeps"
"shit for talking to"
"due to him being"
"talking to anyone male"
"telling ronnie because he"
"of telling ronnie because"
"in touch with george"
"ll freak the fuck"
"ronnie because he ll"
"freak the fuck out"
"her shit for talking"
"she s scared of"
"for talking to anyone"
"who gives her shit"
"out due to him"
"enid still keeps in"
"fuck out due to"
"anyone male about anything"
"because he ll freak"
"possessive dickhead who gives"
"gives her shit for"
"dickhead who gives her"
"being a possessive dickhead"
"him being a possessive"
"with george and she"
"scared of telling ronnie"
"to him being a"
"touch with george and"
"to anyone male about"
"and she s scared"
"he ll freak the"
"the fuck out due"
"s scared of telling"
"still keeps in touch"
"george and she s"
"notices one of the"
"falling onto the bedroom"
"shows one of his"
"she shows one of"
"letters to elizabeth and"
"them notices one of"
"neither one of them"
"of the letters falling"
"suddenly have a lame"
"of them notices one"
"of his letters to"
"pillow fight where neither"
"where neither one of"
"onto the bedroom floor"
"then they suddenly have"
"and then they suddenly"
"to elizabeth and then"
"a lame pillow fight"
"one of his letters"
"his letters to elizabeth"
"have a lame pillow"
"one of the letters"
"elizabeth and then they"
"fight where neither one"
"one of them notices"
"the letters falling onto"
"letters falling onto the"
"they suddenly have a"
"lame pillow fight where"
"visible intermodal prevention and"
"signature blue uniforms at"
"prevention and response vipr"
"the interstates to fight"
"now agents are hitting"
"uniforms at the airport"
"to fight terrorism with"
"seeing tsa s signature"
"blue uniforms at the"
"intermodal prevention and response"
"with visible intermodal prevention"
"to seeing tsa s"
"interstates to fight terrorism"
"fight terrorism with visible"
"at the airport but"
"agents are hitting the"
"hitting the interstates to"
"s signature blue uniforms"
"tsa s signature blue"
"the airport but now"
"are hitting the interstates"
"terrorism with visible intermodal"
"airport but now agents"
"but now agents are"
"we pee with company"
"company what s that"
"with company what s"
"pee with company what"
"pee out your bagina"
"out your bagina and"
"your bagina and i"
"you pee out your"
"bagina and i pee"
"pee from my penis"
"my penis right mom"
"and i pee from"
"i pee from my"
"from my penis right"
"we poop in the"
"poop in the potty"
"not our diapers right"
"the potty not our"
"in the potty not"
"potty not our diapers"
"our diapers right mom"
"that s a big"
"s a big poop"
"your poop is big"
"because your butt is"
"poop is big because"
"is so big right"
"is big because your"
"your butt is so"
"big because your butt"
"i bet your poop"
"butt is so big"
"bet your poop is"
"are some pictures for"
"some pictures for your"
"pictures for your enjoyment"
"here are some pictures"
"kathleen turner prizzi s"
"turner prizzi s honor"
"of the world in"
"i was able to"
"way home friday i"
"on the way home"
"to swing into beers"
"able to swing into"
"was able to swing"
"friday i was able"
"swing into beers of"
"beers of the world"
"into beers of the"
"the world in rochester"
"home friday i was"
"the way home friday"
"brew supplies pretty decent"
"but nothing really crazy"
"that i could see"
"and home brew supplies"
"selection but nothing really"
"home brew supplies pretty"
"nothing really crazy rare"
"rare at least that"
"all beer and home"
"huge store all beer"
"pretty decent selection but"
"least that i could"
"store all beer and"
"supplies pretty decent selection"
"really crazy rare at"
"beer and home brew"
"crazy rare at least"
"decent selection but nothing"
"at least that i"
"it though chances out"
"though chances out of"
"if you want it"
"want it though chances"
"out of they have"
"you want it though"
"of they have it"
"chances out of they"
"at the village tavern"
"then on the way"
"a quick stop in"
"stop in hammondsport ny"
"on the way home"
"off of lake keuka"
"for lunch at the"
"just off of lake"
"ny just off of"
"the way home i"
"way home i made"
"i made a quick"
"lake keuka for lunch"
"the village tavern inn"
"made a quick stop"
"home i made a"
"quick stop in hammondsport"
"hammondsport ny just off"
"keuka for lunch at"
"lunch at the village"
"of lake keuka for"
"in hammondsport ny just"
"i stopped here on"
"here on the recommendations"
"stopped here on the"
"the recommendations of nate"
"on the recommendations of"
"some pretty decent food"
"huge beer and wine"
"beer and wine selection"
"and wine selection and"
"a huge beer and"
"wine selection and some"
"boasts a huge beer"
"small town bar boasts"
"town bar boasts a"
"selection and some pretty"
"this small town bar"
"bar boasts a huge"
"and some pretty decent"
"be a fun little"
"would be a fun"
"a fun little place"
"centrally located in ny"
"located in ny wine"
"a town centrally located"
"in ny wine country"
"seems like it would"
"it would be a"
"town centrally located in"
"in a town centrally"
"little place in a"
"like it would be"
"fun little place in"
"place in a town"
"place for a weekend"
"a great place for"
"like a great place"
"it seems like a"
"great place for a"
"seems like a great"
"for a weekend getaway"
"looking forward to finding"
"forward to finding out"
"i m looking forward"
"m looking forward to"
"a third degree reiki"
"third degree reiki master"
"i am a third"
"am a third degree"
"and i hope you"
"all enjoying the festive"
"and you get some"
"for all your lovely"
"festive season and you"
"and for all your"
"truly appreciated and i"
"comments they are truly"
"some crafty time for"
"crafty time for yourselves"
"i hope you are"
"you get some crafty"
"you to everyone who"
"are all enjoying the"
"enjoying the festive season"
"get some crafty time"
"the festive season and"
"all your lovely comments"
"you are all enjoying"
"are truly appreciated and"
"season and you get"
"they are truly appreciated"
"thank you to everyone"
"your lovely comments they"
"lovely comments they are"
"who entered and for"
"entered and for all"
"appreciated and i hope"
"hope you are all"
"to everyone who entered"
"everyone who entered and"
"on missions trips to"
"growing up i had"
"go on missions trips"
"opportunities to go on"
"i had several opportunities"
"to go on missions"
"missions trips to different"
"several opportunities to go"
"up i had several"
"trips to different places"
"had several opportunities to"
"and performing in front"
"a mission and learning"
"was going to mexico"
"to mexico with ywam"
"ywam youth with a"
"mission experiences was going"
"different populations in the"
"youth with a mission"
"in front of different"
"mexico with ywam youth"
"going to mexico with"
"intense mission experiences was"
"my more intense mission"
"performing in front of"
"more intense mission experiences"
"one of my more"
"mission and learning a"
"front of different populations"
"with ywam youth with"
"experiences was going to"
"a drama and performing"
"drama and performing in"
"of my more intense"
"of different populations in"
"and learning a drama"
"populations in the area"
"learning a drama and"
"with a mission and"
"our drama and a"
"a community that was"
"show to a community"
"the most among all"
"community that was incredibly"
"a puppet show to"
"there was one day"
"one day that i"
"remember the most among"
"performed our drama and"
"most among all those"
"team went to a"
"but there was one"
"drama and a puppet"
"our team went to"
"when our team went"
"was when our team"
"a rural area performed"
"that i remember the"
"to a community that"
"rural area performed our"
"those days and that"
"days and that was"
"that was when our"
"was one day that"
"among all those days"
"i remember the most"
"area performed our drama"
"that was incredibly poor"
"went to a rural"
"all those days and"
"and that was when"
"day that i remember"
"to a rural area"
"puppet show to a"
"and a puppet show"
"performing in the pouring"
"the bus to eat"
"in the pouring rain"
"earlier in the day"
"and i remember coming"
"we had prepared earlier"
"bus to eat the"
"we were there until"
"prepared earlier in the"
"the pouring rain and"
"coming back to the"
"until the late evening"
"fish sandwiches that we"
"remember coming back to"
"evening performing in the"
"to eat the tuna"
"the tuna fish sandwiches"
"were there until the"
"pouring rain and i"
"late evening performing in"
"i remember coming back"
"that we had prepared"
"there until the late"
"the late evening performing"
"sandwiches that we had"
"eat the tuna fish"
"tuna fish sandwiches that"
"to the bus to"
"back to the bus"
"had prepared earlier in"
"rain and i remember"
"was late and was"
"it was late and"
"i heard one of"
"had come to watch"
"i was hungry since"
"sandwich when i heard"
"give up their sandwich"
"out to the children"
"the children who had"
"team members jyc yelling"
"so that he could"
"since it was late"
"everyone to give up"
"hungry since it was"
"to eat the cold"
"children who had come"
"he could pass them"
"was getting ready to"
"could pass them out"
"to the children who"
"them out to the"
"heard one of the"
"when i heard one"
"members jyc yelling to"
"that he could pass"
"mission team members jyc"
"late and was getting"
"cold tuna sandwich when"
"and was getting ready"
"sandwich so that he"
"getting ready to eat"
"ready to eat the"
"to give up their"
"their sandwich so that"
"jyc yelling to everyone"
"was hungry since it"
"up their sandwich so"
"to everyone to give"
"pass them out to"
"one of the mission"
"the mission team members"
"eat the cold tuna"
"the cold tuna sandwich"
"tuna sandwich when i"
"who had come to"
"of the mission team"
"yelling to everyone to"
"in his hand yelling"
"on his shoulders a"
"a young boy perched"
"dinner so that we"
"the mission team to"
"saw him with a"
"of tuna sandwiches in"
"hand yelling at the"
"boy perched on his"
"our dinner so that"
"at the mission team"
"perched on his shoulders"
"bag of tuna sandwiches"
"and saw him with"
"could feed the children"
"his hand yelling at"
"i turned and saw"
"so that we could"
"give up our dinner"
"shoulders a bag of"
"sandwiches in his hand"
"his shoulders a bag"
"him with a young"
"tuna sandwiches in his"
"with a young boy"
"yelling at the mission"
"young boy perched on"
"a bag of tuna"
"that we could feed"
"team to give up"
"turned and saw him"
"up our dinner so"
"mission team to give"
"we could feed the"
"to give up our"
"give it to a"
"it to a hungry"
"at that moment wanting"
"the sandwich so much"
"wanting to eat the"
"felt so guilty at"
"felt compelled to give"
"guilty at that moment"
"that moment wanting to"
"sandwich so much yet"
"eat the sandwich so"
"moment wanting to eat"
"so guilty at that"
"much yet felt compelled"
"i felt so guilty"
"to a hungry child"
"to eat the sandwich"
"so much yet felt"
"compelled to give it"
"yet felt compelled to"
"to give it to"
"back to the mission"
"give them our sandwiches"
"on our way in"
"way in back to"
"could eat something on"
"center but this might"
"kids would normally miss"
"t give them our"
"that the kids would"
"this might be the"
"miss if we didn"
"might be the one"
"the one meal that"
"in back to the"
"if we didn t"
"mission center but this"
"meal that the kids"
"one meal that the"
"be the one meal"
"eat something on our"
"jyc s logic was"
"didn t give them"
"the kids would normally"
"the mission center but"
"our way in back"
"something on our way"
"to the mission center"
"was that we could"
"normally miss if we"
"would normally miss if"
"that we could eat"
"logic was that we"
"we didn t give"
"we could eat something"
"but this might be"
"s logic was that"
"panama is a new"
"out that this year"
"it turns out that"
"new opportunity for me"
"trip to panama is"
"me to do just"
"that this year s"
"to do just that"
"opportunity for me to"
"this year s trip"
"to panama is a"
"turns out that this"
"is a new opportunity"
"s trip to panama"
"for me to do"
"year s trip to"
"a new opportunity for"
"water systems and held"
"have installed new water"
"previous years the students"
"held festivals for the"
"the students that went"
"to panama have installed"
"that went to panama"
"in previous years the"
"new water systems and"
"panama have installed new"
"installed new water systems"
"students that went to"
"festivals for the local"
"years the students that"
"and held festivals for"
"for the local children"
"went to panama have"
"systems and held festivals"
"both of those things"
"while both of those"
"those things are wonderful"
"are wonderful this year"
"mission touched my heart"
"of those things are"
"s mission touched my"
"year s mission touched"
"this year s mission"
"wonderful this year s"
"things are wonderful this"
"on the trip will"
"that goes on the"
"help eradicate child labor"
"year the group that"
"be partnering with an"
"goes on the trip"
"this year the group"
"the trip will be"
"to help eradicate child"
"through literacy education and"
"the group that goes"
"child labor through literacy"
"labor through literacy education"
"that works to help"
"called casa esperanza that"
"organization called casa esperanza"
"an organization called casa"
"trip will be partnering"
"casa esperanza that works"
"esperanza that works to"
"will be partnering with"
"partnering with an organization"
"with an organization called"
"eradicate child labor through"
"works to help eradicate"
"group that goes on"
"literacy education and nutrition"
"instructions easy to follow"
"were the instructions easy"
"the instructions easy to"
"instructions were super easy"
"the instructions were super"
"there was more to"
"felt there was more"
"was more to say"
"to say about samir"
"more to say about"
"i felt there was"
"has been refused asylum"
"used to live and"
"be a poor tortured"
"who has been refused"
"to be a poor"
"two teenagers saw a"
"out of a boat"
"parents used to live"
"turns out to be"
"walking on the beach"
"of the sea and"
"a poor tortured student"
"my parents used to"
"pulled him out of"
"poor tortured student who"
"if two teenagers saw"
"what if two teenagers"
"saw a man thrown"
"and pulled him out"
"of a boat and"
"the beach one day"
"and the man turns"
"a man thrown out"
"thought what if two"
"on the beach one"
"live and i thought"
"tortured student who has"
"out of the sea"
"to live and i"
"man thrown out of"
"and i thought what"
"sea and the man"
"him out of the"
"a boat and pulled"
"i thought what if"
"i was walking on"
"island near where my"
"boat and pulled him"
"man turns out to"
"on hayling island near"
"beach one day on"
"hayling island near where"
"teenagers saw a man"
"near where my parents"
"the man turns out"
"one day on hayling"
"was walking on the"
"the sea and the"
"thrown out of a"
"where my parents used"
"out to be a"
"day on hayling island"
"student who has been"
"what would they do"
"do and what if"
"the teenagers was samir"
"of the teenagers was"
"would they do and"
"they do and what"
"one of the teenagers"
"if one of the"
"what if one of"
"and what if one"
"conditions of his release"
"is that ai is"
"free due to the"
"to is the new"
"free but he is"
"should move to is"
"new reality is that"
"conversation should move to"
"the conversation should move"
"half free due to"
"ai is free but"
"reality is that ai"
"what the conversation should"
"the conditions of his"
"but he is really"
"is the new reality"
"he is really only"
"only half free due"
"move to is the"
"is free but he"
"to the conditions of"
"the new reality is"
"really only half free"
"is really only half"
"that ai is free"
"due to the conditions"
"it he is free"
"a concept and reality"
"for the media to"
"audience in since on"
"is a concept and"
"interest a broad audience"
"in since on the"
"the face of it"
"of it he is"
"s hard for the"
"media to interest a"
"broad audience in since"
"and reality that s"
"hard for the media"
"and this is a"
"on the face of"
"this is a concept"
"to interest a broad"
"face of it he"
"reality that s hard"
"a broad audience in"
"since on the face"
"that s hard for"
"concept and reality that"
"the media to interest"
"speech has been essentially"
"travesty not too many"
"essentially nixed he s"
"blog his public voice"
"media outlets are picking"
"ai s freedom of"
"s freedom of speech"
"that s a travesty"
"not allowed to tweet"
"voice has essentially been"
"media about anything meaningful"
"outlets are picking up"
"tweet or blog his"
"too many media outlets"
"s not allowed to"
"or blog his public"
"are picking up on"
"to tweet or blog"
"public voice has essentially"
"talk to media about"
"not allowed to talk"
"his public voice has"
"a travesty not too"
"has essentially been eliminated"
"allowed to tweet or"
"freedom of speech has"
"to media about anything"
"not too many media"
"nixed he s not"
"been essentially nixed he"
"allowed to talk to"
"to talk to media"
"about anything meaningful he"
"has been essentially nixed"
"essentially been eliminated and"
"anything meaningful he s"
"many media outlets are"
"been eliminated and that"
"he s not allowed"
"and that s a"
"eliminated and that s"
"meaningful he s not"
"s a travesty not"
"of speech has been"
"freedom of travel has"
"ai s freedom of"
"additionally ai s freedom"
"s freedom of travel"
"has been significantly curtailed"
"travel has been significantly"
"of travel has been"
"country which is a"
"a heavy burden for"
"allowed to leave the"
"artist of his stature"
"s not allowed to"
"burden for an artist"
"to leave the country"
"an artist of his"
"is a heavy burden"
"not allowed to leave"
"which is a heavy"
"heavy burden for an"
"he s not allowed"
"leave the country which"
"the country which is"
"for an artist of"
"leave beijing without permission"
"cannot even leave beijing"
"even leave beijing without"
"he cannot even leave"
"ai is now so"
"so far in debt"
"china that his labor"
"belongs to the government"
"is now so far"
"his labor essentially belongs"
"now so far in"
"essentially belongs to the"
"that his labor essentially"
"far in debt to"
"labor essentially belongs to"
"in debt to china"
"to china that his"
"debt to china that"
"real reason at all"
"send him back there"
"the fact that the"
"back there at any"
"fact that the big"
"very significant ways not"
"the terms of his"
"so the terms of"
"brother government could send"
"him back there at"
"limit his art practice"
"the ordeal of the"
"time for no real"
"the big brother government"
"terms of his bail"
"practice in very significant"
"not to mention the"
"any time for no"
"his art practice in"
"significant ways not to"
"there at any time"
"seem to limit his"
"big brother government could"
"to limit his art"
"could send him back"
"itself and the fact"
"of his bail seem"
"his bail seem to"
"art practice in very"
"to mention the ordeal"
"ways not to mention"
"and the fact that"
"no real reason at"
"for no real reason"
"ordeal of the arrest"
"bail seem to limit"
"mention the ordeal of"
"arrest itself and the"
"government could send him"
"that the big brother"
"at any time for"
"the arrest itself and"
"in very significant ways"
"of the arrest itself"
"young sun paradox has"
"paradox has been know"
"the s and was"
"since the s and"
"popularized by carl sagan"
"called the faint young"
"about since the s"
"been know about since"
"dilemma called the faint"
"the faint young sun"
"has been know about"
"s and was popularized"
"know about since the"
"faint young sun paradox"
"sun paradox has been"
"the dilemma called the"
"and was popularized by"
"was popularized by carl"
"have wrestled for answers"
"wrestled for answers all"
"answers all these years"
"for answers all these"
"physicists have wrestled for"
"geochemists and solar physicists"
"solar physicists have wrestled"
"and solar physicists have"
"had a fabulous turnout"
"turnout at my hallelujah"
"i had a fabulous"
"books were released in"
"week for me my"
"in print form i"
"at my hallelujah my"
"for me my books"
"exciting week for me"
"were released in print"
"my hallelujah my novels"
"been an exciting week"
"print form i had"
"my novels have finally"
"have finally been published"
"my books were released"
"fabulous turnout at my"
"form i had a"
"has been an exciting"
"me my books were"
"novels have finally been"
"this has been an"
"an exciting week for"
"released in print form"
"hallelujah my novels have"
"a fabulous turnout at"
"they are made available"
"books have been kindled"
"are made available as"
"and now my books"
"or whatever you call"
"when they are made"
"you call it when"
"whatever you call it"
"have been kindled or"
"made available as kindle"
"call it when they"
"party and now my"
"it when they are"
"kindled or whatever you"
"available as kindle books"
"now my books have"
"been kindled or whatever"
"my books have been"
"almost feel as if"
"of months to plan"
"first so by the"
"so by the time"
"but it took me"
"couple of months to"
"if that calls for"
"a couple of months"
"will be old news"
"party but it took"
"the first so by"
"give the party the"
"feel as if that"
"the kindle books will"
"kindle books will be"
"it took me a"
"plan the first so"
"months to plan the"
"to plan the first"
"me a couple of"
"as if that calls"
"books will be old"
"for another party but"
"time i give the"
"the time i give"
"the party the kindle"
"another party but it"
"took me a couple"
"i almost feel as"
"by the time i"
"calls for another party"
"party the kindle books"
"that calls for another"
"i give the party"
"my third book comes"
