"x"
"me to"
"trip to"
"a new"
"do just"
"opportunity for"
"to panama"
"is a"
"just that"
"this year"
"the students"
"that went"
"went to"
"systems and"
"new water"
"for the"
"have installed"
"in previous"
"the local"
"water systems"
"panama have"
"students that"
"years the"
"to panama"
"held festivals"
"local children"
"festivals for"
"and held"
"installed new"
"previous years"
"are wonderful"
"mission touched"
"of those"
"year s"
"my heart"
"while both"
"wonderful this"
"touched my"
"things are"
"both of"
"s mission"
"this year"
"those things"
"education and"
"that works"
"partnering with"
"help eradicate"
"be partnering"
"casa esperanza"
"child labor"
"organization called"
"labor through"
"to help"
"on the"
"literacy education"
"through literacy"
"works to"
"goes on"
"will be"
"group that"
"esperanza that"
"an organization"
"year the"
"the group"
"with an"
"the trip"
"and nutrition"
"eradicate child"
"this year"
"that goes"
"trip will"
"called casa"
"easy to"
"the instructions"
"to follow"
"instructions easy"
"were the"
"instructions were"
"the instructions"
"super easy"
"were super"
"to say"
"about samir"
"say about"
"was more"
"felt there"
"i felt"
"more to"
"there was"
"thrown out"
"turns out"
"of a"
"sea and"
"if two"
"and i"
"live and"
"to live"
"has been"
"a man"
"of the"
"saw a"
"man thrown"
"the man"
"near where"
"parents used"
"island near"
"be a"
"beach one"
"was walking"
"a poor"
"i was"
"student who"
"poor tortured"
"and the"
"on the"
"been refused"
"i thought"
"thought what"
"man turns"
"boat and"
"my parents"
"two teenagers"
"out of"
"tortured student"
"used to"
"what if"
"the beach"
"teenagers saw"
"day on"
"pulled him"
"the sea"
"a boat"
"to be"
"who has"
"one day"
"hayling island"
"refused asylum"
"on hayling"
"and pulled"
"walking on"
"where my"
"him out"
"out to"
"teenagers was"
"of the"
"one of"
"do and"
"they do"
"what if"
"if one"
"what would"
"was samir"
"and what"
"the teenagers"
"would they"
"of blog"
"kind of"
"that kind"
"is the"
"to is"
"his release"
"the new"
"ai is"
"move to"
"is free"
"conversation should"
"due to"
"only half"
"reality is"
"the conditions"
"to the"
"new reality"
"the conversation"
"is really"
"what the"
"but he"
"is that"
"of his"
"really only"
"half free"
"free but"
"that ai"
"free due"
"should move"
"he is"
"conditions of"
"and this"
"it he"
"and reality"
"for the"
"is free"
"a concept"
"interest a"
"audience in"
"this is"
"concept and"
"the face"
"broad audience"
"on the"
"hard for"
"since on"
"of it"
"face of"
"in since"
"is a"
"media to"
"the media"
"s hard"
"to interest"
"that s"
"reality that"
"a broad"
"he is"
"of speech"
"media about"
"s a"
"been essentially"
"tweet or"
"has been"
"media outlets"
"s freedom"
"nixed he"
"to tweet"
"too many"
"to talk"
"a travesty"
"freedom of"
"has essentially"
"anything meaningful"
"s not"
"his public"
"many media"
"blog his"
"speech has"
"he s"
"outlets are"
"eliminated and"
"meaningful he"
"to media"
"essentially nixed"
"are picking"
"about anything"
"public voice"
"not allowed"
"allowed to"
"picking up"
"that s"
"and that"
"ai s"
"essentially been"
"voice has"
"or blog"
"not too"
"talk to"
"travesty not"
"up on"
"been eliminated"
"has been"
"s freedom"
"of travel"
"freedom of"
"been significantly"
"ai s"
"travel has"
"significantly curtailed"
"additionally ai"
"a heavy"
"for an"
"his stature"
"to leave"
"the country"
"which is"
"s not"
"country which"
"an artist"
"burden for"
"he s"
"is a"
"of his"
"heavy burden"
"artist of"
"not allowed"
"allowed to"
"leave the"
"without permission"
"leave beijing"
"he cannot"
"even leave"
"beijing without"
"cannot even"
"essentially belongs"
"that his"
"ai is"
"in debt"
"china that"
"to china"
"to the"
"debt to"
"his labor"
"is now"
"far in"
"belongs to"
"labor essentially"
"the government"
"now so"
"so far"
"not to"
"seem to"
"his bail"
"real reason"
"bail seem"
"his art"
"the terms"
"arrest itself"
"the ordeal"
"ways not"
"terms of"
"of the"
"to mention"
"big brother"
"to limit"
"and the"
"send him"
"for no"
"ordeal of"
"significant ways"
"at any"
"mention the"
"reason at"
"back there"
"the arrest"
"in very"
"that the"
"brother government"
"could send"
"limit his"
"time for"
"there at"
"no real"
"of his"
"him back"
"itself and"
"at all"
"practice in"
"so the"
"the fact"
"any time"
"fact that"
"art practice"
"government could"
"the big"
"very significant"
"what people"
"up what"
"end up"
"has been"
"was popularized"
"the faint"
"since the"
"carl sagan"
"about since"
"know about"
"been know"
"the s"
"paradox has"
"sun paradox"
"the dilemma"
"dilemma called"
"called the"
"s and"
"faint young"
"and was"
"by carl"
"popularized by"
"young sun"
"wrestled for"
"these years"
"solar physicists"
"physicists have"
"for answers"
"geochemists and"
"have wrestled"
"and solar"
"all these"
"answers all"
"released in"
"been published"
"my novels"
"for me"
"books were"
"finally been"
"me my"
"i had"
"has been"
"this has"
"an exciting"
"fabulous turnout"
"my hallelujah"
"form i"
"week for"
"hallelujah my"
"had a"
"novels have"
"were released"
"turnout at"
"a fabulous"
"at my"
"in print"
"my books"
"print form"
"been an"
"have finally"
"exciting week"
"s party"
"let s"
"you call"
"when they"
"been kindled"
"are made"
"kindle books"
"as kindle"
"call it"
"kindled or"
"they are"
"whatever you"
"available as"
"made available"
"or whatever"
"it when"
"party and"
"books have"
"now my"
"my books"
"and now"
"have been"
"it took"
"be old"
"by the"
"i give"
"i almost"
"as if"
"time i"
"the time"
"first so"
"for another"
"old news"
"so by"
"almost feel"
"books will"
"the kindle"
"kindle books"
"party but"
"to plan"
"the party"
"couple of"
"me a"
"party the"
"will be"
"that calls"
"took me"
"plan the"
"but it"
"give the"
"feel as"
"if that"
"the first"
"of months"
"months to"
"calls for"
"a couple"
"another party"
"book comes"
"guess i"
"i ll"
"to throw"
"ll wait"
"until my"
"later this"
"third book"
"wait until"
"comes out"
"throw another"
"out later"
"my third"
"another cyberparty"
"i guess"
"this year"
"year to"
"the dual"
"be honest"
"people will"
"fun planning"
"of a"
"release of"
"i don"
"will find"
"exciting as"
"of the"
"quite as"
"book quite"
"be fun"
"think people"
"third book"
"t think"
"as the"
"don t"
"a third"
"planning it"
"find the"
"it though"
"to be"
"first two"
"as exciting"
"though to"
"should be"
"the release"
"the first"
"honest i"
"dual release"
"a celebrated"
"am a"
"course by"
"celebrated author"
"unless of"
"i am"
"by then"
"of course"
"then i"
"just me"
"mean not"
"i mean"
"others i"
"celebrated by"
"not just"
"by others"
"the weeks"
"radio shows"
"uploading some"
"to come"
"to start"
"some of"
"in the"
"start uploading"
"to mixcloud"
"m going"
"i m"
"mixcloud in"
"of my"
"weeks to"
"shows to"
"going to"
"my radio"
"on that"
"that later"
"more on"
"time that"
"started being"
"rather than"
"the unforgivable"
"high time"
"it s"
"just a"
"unforgivable atrocity"
"as the"
"treated as"
"of war"
"than just"
"s high"
"it is"
"that rape"
"symptom of"
"being treated"
"atrocity it"
"a symptom"
"rape started"
"is rather"
"this week"
"i would"
"focus on"
"to focus"
"would like"
"lack there"
"or the"
"on diets"
"there of"
"like to"
"diets or"
"week i"
"the lack"
"evil for"
"i fear"
"with me"
"for you"
"no evil"
"fear no"
"you are"
"are with"
"the best"
"is the"
"for soothing"
"chill afflicted"
"antidote for"
"nutty drink"
"blending together"
"almonds and"
"almond milk"
"drink made"
"ground almonds"
"horchata almond"
"milk is"
"soothing a"
"by blending"
"best antidote"
"afflicted tongue"
"and water"
"the nutty"
"made by"
"together ground"
"a chill"
"tongue the"
"diocese of"
"the roman"
"privileged to"
"roman curia"
"serve in"
"tribunal of"
"curia especially"
"my co"
"of saints"
"the communion"
"priest and"
"the apostolic"
"been blessed"
"many faithful"
"of those"
"of the"
"home diocese"
"mary and"
"and bishop"
"whom i"
"the many"
"apostolic signatura"
"as priest"
"and am"
"saint louis"
"blessed to"
"the diocese"
"and the"
"of saint"
"and of"
"crosse and"
"co workers"
"bishop especially"
"the blessed"
"in my"
"workers at"
"count upon"
"especially in"
"to serve"
"serve as"
"in the"
"louis and"
"and in"
"at the"
"communion of"
"la crosse"
"i have"
"intercession of"
"the prayers"
"saints and"
"the continued"
"blessed virgin"
"with whom"
"virgin mary"
"am now"
"prayers of"
"faithful whom"
"the archdiocese"
"those with"
"upon the"
"diocese the"
"the past"
"supreme tribunal"
"my home"
"continued intercession"
"archdiocese of"
"have been"
"i count"
"especially my"
"the supreme"
"past and"
"now privileged"
"been in"
"of la"
"me the"
"and unceasing"
"confidence to"
"confer upon"
"immeasurable and"
"burden which"
"his holiness"
"knowledge of"
"the confidence"
"glorious pierced"
"honor and"
"the glorious"
"mercy and"
"of mercy"
"accept the"
"gives me"
"holiness intends"
"outpouring of"
"to accept"
"pierced heart"
"great honor"
"and love"
"heart of"
"unceasing outpouring"
"of jesus"
"which his"
"the great"
"and burden"
"god s"
"upon me"
"jesus gives"
"intends to"
"love from"
"of god"
"from the"
"only the"
"the knowledge"
"to confer"
"s immeasurable"
"viable short"
"the successes"
"among the"
"which became"
"until its"
"about was"
"canton youngstown"
"lasted until"
"its merger"
"a viable"
"western railway"
"merger with"
"norfolk western"
"with the"
"became a"
"grant writes"
"was the"
"road that"
"youngstown which"
"short line"
"that grant"
"writes about"
"that lasted"
"the akron"
"the norfolk"
"line road"
"akron canton"
"successes that"
"much of"
"y which"
"was headquartered"
"of the"
"the former"
"erie railway"
"in service"
"still remains"
"wheeling lake"
"as the"
"lake erie"
"the modern"
"today as"
"which was"
"remains in"
"modern wheeling"
"in akron"
"former ac"
"ac y"
"service today"
"akron still"
"headquartered in"
"over surrey"
"is setting"
"as i"
"write the"
"setting over"
"i write"
"the sun"
"sun is"
"while since"
"have seen"
"has been"
"it feels"
"good to"
"feels good"
"to mention"
"since we"
"a while"
"mention this"
"as it"
"the sun"
"it has"
"seen the"
"been a"
"we have"
"this as"
"a difference"
"amazing what"
"your day"
"rays of"
"difference those"
"t it"
"those warm"
"it amazing"
"sunshine can"
"isn t"
"of sunshine"
"make in"
"warm rays"
"in your"
"can make"
"what a"
"remaining time"
"me stop"
"it made"
"made me"
"our remaining"
"stop and"
"time in"
"and think"
"in england"
"think of"
"today it"
"of our"
"hard to"
"counting down"
"are now"
"to believe"
"that we"
"believe that"
"is hard"
"it is"
"now counting"
"we are"
"ten weeks"
"moving day"
"weeks to"
"to moving"
"the best"
"decided to"
"it the"
"my surroundings"
"closely at"
"really look"
"look closely"
"take extra"
"surroundings and"
"best i"
"capture it"
"to take"
"each day"
"extra care"
"i have"
"to really"
"care each"
"have decided"
"at my"
"i can"
"and capture"
"day to"
"specific time"
"the crew"
"indie s"
"crew member"
"s release"
"no specific"
"for indie"
"release the"
"time for"
"s no"
"member said"
"there s"
"the festivals"
"festivals next"
"ll probably"
"bring it"
"to the"
"probably bring"
"he ll"
"it to"
"next year"
"it into"
"bring it"
"hopes to"
"into syndication"
"he hopes"
"to bring"
"are some"
"some carrots"
"carrots and"
"garden for"
"these are"
"harvested from"
"i just"
"the garden"
"for christmas"
"christmas dinner"
"from the"
"and beets"
"beets that"
"that i"
"just harvested"
"carrots beets"
"vegetables in"
"the ground"
"into the"
"to keep"
"of the"
"the other"
"beets and"
"keep your"
"in the"
"is possible"
"well into"
"the winter"
"your carrots"
"really is"
"other root"
"and many"
"it really"
"ground well"
"many of"
"root vegetables"
"possible to"
"the still"
"and set"
"set forth"
"still sleeping"
"in the"
"sleeping town"
"town and"
"for me"
"you can"
"do the"
"work for"
"the work"
"then you"
"can do"
"know i"
"getting divorced"
"a little"
"am an"
"and i"
"the time"
"faced the"
"some i"
"getting to"
"childhood i"
"a full"
"am a"
"of the"
"aged and"
"wonderfully supportive"
"have lots"
"am days"
"the moment"
"childhood and"
"lots of"
"am still"
"turning not"
"the process"
"not that"
"from childhood"
"to wonderful"
"me i"
"worst demons"
"ugly childhood"
"in the"
"about me"
"think i"
"at the"
"wonderful sons"
"friends some"
"i am"
"i have"
"am counting"
"little background"
"most of"
"from turning"
"easygoing most"
"process of"
"an ugly"
"the worst"
"have faced"
"moment i"
"supportive friends"
"an easygoing"
"so a"
"divorced i"
"to know"
"from an"
"some from"
"a mother"
"still getting"
"full time"
"background about"
"demons from"
"time mother"
"currently in"
"and some"
"mother to"
"away from"
"mother at"
"that i"
"days away"
"sons aged"
"i think"
"of getting"
"counting i"
"am currently"
"of wonderfully"
"happy usually"
"and i"
"very playful"
"love chats"
"person i"
